plot,counter,date,individual,treatment,species,climate,height,capsule height,diameter,seedcapsule,seed_count,viable,organzabag_size,first seedcap,comment,entered,Labmeeting
2_5,Martin,17.10.2019,S2,supplement,Sca_och,future,14,0.6,0.6,1,36,26,,,,808,
2_5,Lea,24.09.2019,S2,supplement,Sca_och,future,21,0.9,0.7,1,58,41,,,,593,1
2_5,Ele,24.09.2019,S2,supplement,Sca_och,future,29,0.8,0.7,7,39,35,,,,612,1
2_5,Valentin,01.10.2019,S3,supplement,Sca_och,future,14,0.6,,1,44,27,,,flat,606,1
2_5,Christian,10.09.2019,S3,supplement,Sca_och,future,15,1.1,,1,51,18,,,,192,
2_5,Christian,10.09.2019,S3,supplement,Sca_och,future,17.5,1.1,,2,63,25,,,,193,
2_5,Christian,10.09.2019,S3,supplement,Sca_och,future,20,1.1,,4,64,19,,,,195,
2_5,Christian,10.09.2019,S3,supplement,Sca_och,future,15,0.8,,3,59,0,,,,194,
2_5,Julia,11.10.2019,S3,supplement,Sca_och,future,15,0.6,0.6,1,36,0,,,,1571,
2_5,Martin,26.08.2019,S3,supplement,Sca_och,future,18,0.9,0.8,1,62,44,,,,554,
2_5,Garp,09.08.2019,S4,supplement,Sca_och,future,17,0.7,0.7,2,51,43,,,,2165,
2_5,Garp,09.08.2019,S4,supplement,Sca_och,future,15.5,0.7,0.6,1,50,38,,,,2166,
2_5,Amibeth,18.09.2019,S4,supplement,Sca_och,future,17.5,0.6,0.8,2,41,40,,,,1022,
2_5,Julia,22.08.2019,S4,supplement,Sca_och,future,19,1,1,1,53,48,,,,967,
2_5,Julia,22.08.2019,S4,supplement,Sca_och,future,19,1,0.9,3,59,46,,,,966,
2_5,Julia,22.08.2019,S4,supplement,Sca_och,future,16,0.8,0.8,2,56,49,,,,969,
2_5,Martin,27.08.2019,S4,supplement,Sca_och,future,10,0.8,0.6,1,43,42,,,,318,
3_4,Martin,07.11.2019,C1,control,Sca_och,ambient,28,0.6,0.8,1,59,42,,,flat,770,
3_4,Julia,17.10.2019,C1,control,Sca_och,ambient,35,1,1.1,1,45,45,,,,1274,
3_4,Julia,20.08.2019,C1,control,Sca_och,ambient,35,0.7,0.7,1,59,39,,,,900,
3_4,Martin,28.08.2019,C1,control,Sca_och,ambient,30,1,0.9,2,60,28,,,,209,
3_4,Martin,01.10.2019,C2,control,Sca_och,ambient,11.5,0.6,0.6,3,50,40,,,,558,
3_4,Martin,01.10.2019,C2,control,Sca_och,ambient,10.5,0.5,0.6,4,32,18,,,,557,
3_4,Martin,01.10.2019,C2,control,Sca_och,ambient,12.5,0.7,0.5,2,52,43,,,,559,
3_4,Martin,01.10.2019,C2,control,Sca_och,ambient,12.5,0.5,0.5,1,45,35,,,flat,560,
3_4,Andreas,04.09.2019,C2,control,Sca_och,ambient,13.5,0.8,0.8,1,37,37,,,,2026,
3_4,Julia,10.10.2019,C2,control,Sca_och,ambient,10,0.8,0.7,3,47,20,,,,1553,
3_4,Julia,10.10.2019,C2,control,Sca_och,ambient,12,0.7,0.7,1,44,31,,,,1554,
3_4,Julia,10.10.2019,C2,control,Sca_och,ambient,10,0.6,0.6,2,42,28,,,,1555,
3_4,Julia,10.10.2019,C2,control,Sca_och,ambient,12,0.5,0.6,4,47,0,,,,1557,
3_4,Andreas,12.09.2019,C2,control,Sca_och,ambient,7,0.8,0.8,2,43,43,,,,2048,
3_4,Andreas,12.09.2019,C2,control,Sca_och,ambient,19,0.8,0.8,3,34,34,,,,2049,
3_4,Andreas,12.09.2019,C2,control,Sca_och,ambient,17,0.8,0.8,1,37,37,,,,2050,
3_4,Julia,16.08.2019,C2,control,Sca_och,ambient,12,0.5,0.6,3,55,10,,,,861,
3_4,Julia,17.10.2019,C2,control,Sca_och,ambient,10.5,0.5,0.5,1,40,0,,,,1295,
3_4,Martin,22.10.2019,C2,control,Sca_och,ambient,11,0.6,0.6,1,36,29,,,flat,1129,
3_4,Martin,01.10.2019,C3,control,Sca_och,ambient,33,0.8,0.8,1,68,61,,,,563,
3_4,Andreas,04.09.2019,C3,control,Sca_och,ambient,28.5,1,1,1,58,58,,,,2025,
3_4,Andreas,04.09.2019,C3,control,Sca_och,ambient,35,1,0.8,3,63,63,,,,2028,
3_4,Andreas,04.09.2019,C3,control,Sca_och,ambient,31.5,1,0.8,2,56,56,,,,2029,
3_4,Andreas,12.09.2019,C3,control,Sca_och,ambient,34,1.2,1.2,1,47,47,,,,2051,
3_4,Andreas,12.09.2019,C3,control,Sca_och,ambient,29,0.8,1.1,3,39,39,,,,2032,
3_4,Andreas,12.09.2019,C3,control,Sca_och,ambient,22,1.1,0.9,1,40,40,,,,2030,
3_4,Andreas,12.09.2019,C3,control,Sca_och,ambient,33,1,0.8,2,48,48,,,,2033,
3_4,Andreas,12.09.2019,C3,control,Sca_och,ambient,31,0.8,0.8,4,18,18,,,,2031,
3_4,Julia,16.08.2019,C3,control,Sca_och,ambient,29,0.5,0.6,1,64,0,,,,866,
3_4,Julia,17.10.2019,C3,control,Sca_och,ambient,32,1,1,1,63,37,,,,1283,
3_4,Julia,17.10.2019,C3,control,Sca_och,ambient,30,0.9,0.9,2,50,42,,,,1284,
3_4,Julia,20.08.2019,C3,control,Sca_och,ambient,26,1,1,1,83,83,,,,896,
3_4,Garp,25.09.2019,C3,control,Sca_och,ambient,27,0.9,0.8,1,53,47,,,,509,
3_4,Martin,28.08.2019,C3,control,Sca_och,ambient,32,1.3,1.1,1,87,82,,,,217,
3_4,Martin,28.08.2019,C3,control,Sca_och,ambient,32,1.1,1,3,72,66,,,,215,
3_4,Martin,28.08.2019,C3,control,Sca_och,ambient,34,1.1,1,2,74,68,,,,216,
3_4,Valentin,07.11.2019,C4,control,Sca_och,ambient,22,0.4,0.4,1,31,0,,,,1077,
3_4,Eleonore,12.09.2019,C4,control,Sca_och,ambient,31,0.6,0.6,1,40,0,,,,678,1
3_4,Johan,12.09.2019,C4,control,Sca_och,ambient,31,0.6,0.5,3,37,0,,,,660,1
3_4,Andreas,12.09.2019,C4,control,Sca_och,ambient,23,0.5,0.5,2,0,0,,,,2047,
3_4,Martin,28.08.2019,C4,control,Sca_och,ambient,31,0.7,0.6,1,36,33,,,,212,
3_4,Andreas,12.09.2019,S1,supplement,Sca_och,ambient,29,0.8,0.8,1,17,17,,,,2034,
3_4,Julia,20.08.2019,S1,supplement,Sca_och,ambient,32,0.7,0.6,1,57,48,,,,899,
3_4,Garp,04.09.2019,S2,supplement,Sca_och,ambient,29,0.8,0.7,1,38,34,,,,2152,
3_4,Andreas,12.09.2019,S2,supplement,Sca_och,ambient,26,0.9,0.8,1,19,19,,,,2035,
3_4,Julia,17.10.2019,S2,supplement,Sca_och,ambient,22,0.5,0.7,1,40,34,,,,1285,
3_4,Garp,25.09.2019,S2,supplement,Sca_och,ambient,16.5,0.8,0.8,1,36,28,,,,508,
3_4,Martin,01.10.2019,S3,supplement,Sca_och,ambient,20.5,0.7,0.7,1,39,39,,,,565,
3_4,Martin,01.10.2019,S3,supplement,Sca_och,ambient,25,0.5,0.5,2,37,37,,,,564,
3_4,Garp,04.09.2019,S3,supplement,Sca_och,ambient,32,1.2,0.9,1,50,44,,,,2086,
3_4,Garp,04.09.2019,S3,supplement,Sca_och,ambient,28,1,0.9,2,41,37,,,,2087,
3_4,Martin,17.10.2019,S3,supplement,Sca_och,ambient,26,0.8,0.9,1,34,27,,,,1109,
3_4,Julia,20.08.2019,S3,supplement,Sca_och,ambient,27.5,0.7,0.7,1,44,44,,,,897,
3_4,Julia,20.08.2019,S3,supplement,Sca_och,ambient,28.5,0.7,0.7,2,42,40,,,,898,
3_4,Garp,25.09.2019,S3,supplement,Sca_och,ambient,27,1.1,0.9,1,41,33,,,,502,
3_4,Garp,25.09.2019,S3,supplement,Sca_och,ambient,18,1.1,0.9,2,43,36,,,,503,
3_4,Garp,25.09.2019,S3,supplement,Sca_och,ambient,23.5,0.7,0.7,4,44,0,,,,505,
3_4,Garp,25.09.2019,S3,supplement,Sca_och,ambient,26.5,0.6,0.7,3,41,0,,,,504,
3_4,Martin,28.08.2019,S3,supplement,Sca_och,ambient,30,1,0.9,1,57,45,,,,196,
3_4,Martin,28.08.2019,S3,supplement,Sca_och,ambient,28,1,0.9,3,47,47,,,,220,
3_4,Martin,28.08.2019,S3,supplement,Sca_och,ambient,28,0.9,0.8,2,49,49,,,,197,
3_4,Martin,28.08.2019,S3,supplement,Sca_och,ambient,31,0.8,0.8,4,47,43,,,,219,
3_4,Martin,01.10.2019,S4,supplement,Sca_och,ambient,17.5,0.8,0.8,1,51,47,,,,561,
3_4,Martin,01.10.2019,S4,supplement,Sca_och,ambient,12.5,0.7,0.6,1,39,34,,,,562,
3_4,Garp,04.09.2019,S4,supplement,Sca_och,ambient,23.5,1,0.9,1,61,51,,,,2077,
3_4,Garp,04.09.2019,S4,supplement,Sca_och,ambient,19.5,0.9,0.8,2,49,38,,,,2078,
3_4,Garp,04.09.2019,S4,supplement,Sca_och,ambient,18,0.9,0.8,3,46,44,,,,2079,
3_4,Garp,04.09.2019,S4,supplement,Sca_och,ambient,21,0.9,0.8,4,42,35,,,,2080,
3_4,Martin,07.11.2019,S4,supplement,Sca_och,ambient,19,0.8,0.8,1,50,47,,,flat,758,
3_4,Johan,12.09.2019,S4,supplement,Sca_och,ambient,25,0.9,0.8,1,43,32,,,,661,1
3_4,Johan,12.09.2019,S4,supplement,Sca_och,ambient,25,0.8,0.7,2,43,32,,,,662,1
3_4,Johan,12.09.2019,S4,supplement,Sca_och,ambient,19,0.7,0.7,3,41,3,,,,663,1
3_4,Martin,17.10.2019,S4,supplement,Sca_och,ambient,15.5,1,0.8,1,53,43,,,,54,
3_4,Martin,17.10.2019,S4,supplement,Sca_och,ambient,17,0.8,0.7,1,22,16,,,,1098,
3_4,Garp,18.09.2019,S4,supplement,Sca_och,ambient,20,0.8,0.8,5,43,39,,,,1682,
3_4,Garp,18.09.2019,S4,supplement,Sca_och,ambient,18.5,0.8,0.7,2,40,32,,,,1680,
3_4,Garp,18.09.2019,S4,supplement,Sca_och,ambient,18,0.8,0.7,6,52,31,,,,1683,
3_4,Garp,18.09.2019,S4,supplement,Sca_och,ambient,19.5,0.7,0.6,1,39,31,,,,1679,
3_4,Garp,18.09.2019,S4,supplement,Sca_och,ambient,18,0.6,0.6,3,42,37,,,,1681,
3_4,Julia,20.08.2019,S4,supplement,Sca_och,ambient,12.5,0.6,0.7,1,45,33,,,,892,
3_4,Jared,22.10.2019,S4,supplement,Sca_och,ambient,22,0.8,0.8,1,52,46,,,flat,732,1
3_4,Garp,25.09.2019,S4,supplement,Sca_och,ambient,16,1.1,0.9,1,45,43,,,,506,
3_4,Garp,25.09.2019,S4,supplement,Sca_och,ambient,23,1,0.9,4,52,44,,,,489,
3_4,Garp,25.09.2019,S4,supplement,Sca_och,ambient,22,1,0.8,5,51,45,,,,490,
3_4,Garp,25.09.2019,S4,supplement,Sca_och,ambient,12,1,0.8,6,50,47,,,,491,
3_4,Garp,25.09.2019,S4,supplement,Sca_och,ambient,21.5,0.8,0.8,7,43,34,,,,492,
3_4,Garp,25.09.2019,S4,supplement,Sca_och,ambient,20,0.8,0.8,8,31,15,,,,493,
3_4,Garp,25.09.2019,S4,supplement,Sca_och,ambient,13,0.9,0.7,3,45,45,,,,488,
3_4,Garp,25.09.2019,S4,supplement,Sca_och,ambient,13.5,0.8,0.7,2,45,35,,,,487,
3_4,Martin,28.08.2019,S4,supplement,Sca_och,ambient,20,0.9,0.8,6,49,39,,,,210,
3_4,Martin,28.08.2019,S4,supplement,Sca_och,ambient,25,0.8,0.8,5,52,34,,,,211,
3_4,Martin,28.08.2019,S4,supplement,Sca_och,ambient,25,0.8,0.7,4,50,41,,,,308,
3_4,Martin,28.08.2019,S4,supplement,Sca_och,ambient,21,0.7,0.7,2,48,27,,,,311,
3_4,Martin,28.08.2019,S4,supplement,Sca_och,ambient,26,0.7,0.6,7,55,44,,,,307,
3_4,Martin,29.10.2019,S4,supplement,Sca_och,ambient,21,0.9,0.8,1,38,35,,,flat,531,
4_4,Julia,10.10.2019,C1,control,Sca_och,future,30,1,0.9,2,66,62,,,,1487,
4_4,Julia,10.10.2019,C1,control,Sca_och,future,34,1,0.8,1,55,51,,,,1534,
4_4,Andreas,12.09.2019,C1,control,Sca_och,future,28,1.3,0.9,1,38,38,,,,2036,
4_4,Andreas,12.09.2019,C1,control,Sca_och,future,13,1.1,0.9,2,26,26,,,,2037,
4_4,Andreas,12.09.2019,C1,control,Sca_och,future,29,0.9,0.8,4,33,33,,,,2039,
4_4,Andreas,12.09.2019,C1,control,Sca_och,future,20,1,0.7,3,15,15,,,,2038,
4_4,Julia,17.10.2019,C1,control,Sca_och,future,21.5,0.8,0.9,2,49,29,,,,1156,
4_4,Garp,18.09.2019,C1,control,Sca_och,future,36,1.3,0.9,6,65,0,,,,1882,
4_4,Garp,18.09.2019,C1,control,Sca_och,future,22.5,1.2,0.8,1,62,58,,,,1877,
4_4,Garp,18.09.2019,C1,control,Sca_och,future,35,1,0.8,2,57,51,,,,1878,
4_4,Garp,18.09.2019,C1,control,Sca_och,future,35,1,0.8,3,60,55,,,,1879,
4_4,Garp,18.09.2019,C1,control,Sca_och,future,40,1,0.8,4,65,61,,,,1880,
4_4,Garp,18.09.2019,C1,control,Sca_och,future,38,0.9,0.8,5,62,56,,,,1881,
4_4,Julia,20.08.2019,C1,control,Sca_och,future,33,0.9,1,1,63,28,,,cap flat,959,
4_4,Julia,20.08.2019,C1,control,Sca_och,future,24,0.7,0.6,1,53,45,,,,839,
4_4,Christopher,22.10.2019,C1,control,Sca_och,future,28,1.2,0.9,2,65,51,,,,1413,
4_4,Martin,22.10.2019,C1,control,Sca_och,future,21,1.2,0.9,1,53,47,,,,1429,
4_4,Christopher,22.10.2019,C1,control,Sca_och,future,20,0.8,0.6,4,50,37,,,,1420,
4_4,Garp,25.09.2019,C1,control,Sca_och,future,34,1.4,1.1,1,67,0,,,,373,
4_4,Garp,25.09.2019,C1,control,Sca_och,future,25.5,1.2,0.8,6,68,46,,,,376,
4_4,Garp,25.09.2019,C1,control,Sca_och,future,28,1.1,0.8,2,52,48,,,,374,
4_4,Garp,25.09.2019,C1,control,Sca_och,future,30,0.8,0.7,7,67,51,,,,375,
4_4,Martin,29.10.2019,C1,control,Sca_och,future,36.5,1,0.9,1,53,49,,,,30,
4_4,Martin,29.10.2019,C1,control,Sca_och,future,39.5,0.9,0.8,2,49,48,,,,31,
4_4,Lara,01.10.2019,C2,control,Sca_och,future,17,0.6,0.5,2,38,37,,,,693,1
4_4,Lara,01.10.2019,C2,control,Sca_och,future,23,0.5,0.4,1,29,29,,,,692,1
4_4,Martin,04.09.2019,C2,control,Sca_och,future,22,0.9,0.8,1,53,42,,,,1370,
4_4,Martin,04.09.2019,C2,control,Sca_och,future,24,1,0.7,2,57,41,,,,1369,
4_4,Garp,04.09.2019,C2,control,Sca_och,future,19,0.8,0.7,3,53,42,,,,2146,
4_4,Martin,04.09.2019,C2,control,Sca_och,future,28,,,4,45,39,,,flat,1368,
4_4,Andreas,09.08.2019,C2,control,Sca_och,future,11.5,0.8,0.8,1,11,11,,,,1965,
4_4,Julia,10.10.2019,C2,control,Sca_och,future,18,0.8,0.7,1,41,29,,,,1538,
4_4,Julia,10.10.2019,C2,control,Sca_och,future,19,0.7,0.7,2,44,0,,,,1535,
4_4,Andreas,12.08.2019,C2,control,Sca_och,future,18,0.9,0.7,1,24,24,,,,2001,
4_4,Andreas,12.08.2019,C2,control,Sca_och,future,,0.6,0.7,2,0,0,,,,2003,
4_4,Andreas,12.08.2019,C2,control,Sca_och,future,18,0.9,0.6,3,13,13,,,,2002,
4_4,Christian,12.09.2019,C2,control,Sca_och,future,20,1.2,,1,51,23,,,,164,
4_4,Christian,12.09.2019,C2,control,Sca_och,future,18.5,1.2,,5,52,31,,,,168,
4_4,Christian,12.09.2019,C2,control,Sca_och,future,20,1.1,,2,50,32,,,,165,
4_4,Christian,12.09.2019,C2,control,Sca_och,future,23.5,1.1,,7,50,38,,,,170,
4_4,Christian,12.09.2019,C2,control,Sca_och,future,21,1,,4,48,24,,,,167,
4_4,Christian,12.09.2019,C2,control,Sca_och,future,22,0.9,,3,49,26,,,,166,
4_4,Christian,12.09.2019,C2,control,Sca_och,future,18,0.7,,6,59,31,,,,169,
4_4,Julia,16.08.2019,C2,control,Sca_och,future,21,0.5,0.5,1,52,0,,,,847,
4_4,Jared,17.10.2019,C2,control,Sca_och,future,22,0.6,0.7,2,34,0,,,flat,738,1
4_4,Martin,17.10.2019,C2,control,Sca_och,future,23.5,0.4,0.4,1,41,0,,,,807,
4_4,Garp,18.09.2019,C2,control,Sca_och,future,22,0.7,0.6,1,48,43,,,,1883,
4_4,Garp,18.09.2019,C2,control,Sca_och,future,22,0.7,0.6,3,43,40,,,,1885,
4_4,Garp,18.09.2019,C2,control,Sca_och,future,18,0.7,0.6,5,42,39,,,,1887,
4_4,Garp,18.09.2019,C2,control,Sca_och,future,19,0.5,0.5,2,45,34,,,,1884,
4_4,Garp,18.09.2019,C2,control,Sca_och,future,23,0.5,0.5,4,44,36,,,,1886,
4_4,Ami,22.10.2019,C2,control,Sca_och,future,22,0.7,0.7,1,38,36,,,,1349,
4_4,Ami,22.10.2019,C2,control,Sca_och,future,21,0.8,0.6,3,46,44,,,,1351,
4_4,Ami,22.10.2019,C2,control,Sca_och,future,19,0.7,0.6,2,42,37,,,,1350,
4_4,Garp,25.09.2019,C2,control,Sca_och,future,19,0.9,0.8,5,43,39,,,,385,
4_4,Garp,25.09.2019,C2,control,Sca_och,future,16,0.8,0.7,1,45,43,,,,381,
4_4,Garp,25.09.2019,C2,control,Sca_och,future,15,0.7,0.7,2,40,34,,,,382,
4_4,Garp,25.09.2019,C2,control,Sca_och,future,18,0.7,0.7,3,44,42,,,,383,
4_4,Garp,25.09.2019,C2,control,Sca_och,future,21,0.8,0.6,4,49,30,,,,384,
4_4,Garp,25.09.2019,C2,control,Sca_och,future,18,0.6,0.5,6,38,0,,,,386,
4_4,Martin,28.08.2019,C2,control,Sca_och,future,19,0.9,0.9,2,49,39,,,,235,
4_4,Martin,28.08.2019,C2,control,Sca_och,future,12,1,0.8,3,56,52,,,,234,
